date,adj_close,close,high,low,open,volume
2021-05-05,27.0,27.0,29.0,25.5,28.5,7904
2021-05-06,26.0,26.0,28.5,25.25,28.5,4567
2021-05-07,22.5,22.5,27.5,22.5,26.0,8703
2021-05-10,22.25,22.25,25.0,21.75,25.0,7680
2021-05-11,22.5,22.5,23.75,20.75,20.75,7332
2021-05-12,23.0,23.0,24.75,22.5,23.5,3944
2021-05-13,25.0,25.0,25.5,23.25,23.25,4159
2021-05-14,25.5,25.5,26.25,24.5,26.0,3775
2021-05-17,27.5,27.5,30.0,25.5,26.0,6120
2021-05-18,31.75,31.75,32.5,27.5,27.5,20806
2021-05-19,30.25,30.25,32.5,30.0,32.5,6426
